name,type,lat,lon,cuisine,source
The Koi,restaurant,12.9137236,77.6051894,asian,OSM
GoPizza,restaurant,12.9756219,77.6052086,pizza,OSM
Aligargh House,restaurant,12.908452,77.6352471,,OSM
Udupi Pakaruchi,restaurant,12.9383829,77.7442823,indian;udupi;north_indian;south_indian;coffee_shop;juice;ice_cream,OSM
Lots Of Litti,restaurant,12.9555958,77.7198894,,OSM
Nandhana Palace,restaurant,13.0978009,77.5845162,regional,OSM
Sakura Matcha Bar,cafe,12.9664693,77.6126813,,OSM
11grams Coffee Roasters,cafe,12.971271,77.608012,,OSM
Aangan,restaurant,13.1145947,77.5778291,,OSM
Sunshine Cafe,cafe,12.9258462,77.6184377,,OSM
Somras Bar and Kitchen,restaurant,12.9121681,77.6495312,,OSM
Koshe Kosha,restaurant,12.978104,77.6379997,bengali,OSM
Soofi Mandi,restaurant,12.8630573,77.5910135,,OSM
Neravi,restaurant,13.0177761,77.5917014,,OSM
Bombay Brasserie,restaurant,13.0420326,77.6194409,regional,OSM
Maffei Kitchen,restaurant,12.9864317,77.5952943,mediterranean,OSM
Seven Seas Seafood Restaurant,restaurant,12.9928925,77.7530873,seafood,OSM
Darshan Bar & Restaurant,restaurant,13.05513,77.534738,,OSM
Yara Cafe,restaurant,12.9421337,77.6219393,,OSM
Ambur Hot Dum Biriyani,restaurant,13.1020791,77.5770067,,OSM
Chai Victory,cafe,13.1049635,77.5931418,,OSM
Mashallah Biryani Hotel,restaurant,13.1050815,77.5928726,,OSM
Smart Cafe,cafe,13.1043417,77.595093,,OSM
Ganesh Tea Stall,cafe,13.1056592,77.5923809,,OSM
Unknown,cafe,13.1086111,77.5920466,,OSM
Tawakal Tea Corner,internet_cafe,13.0149829,77.6173932,,OSM
Sri Rameshwara Cafe,restaurant,13.0518455,77.6312217,,OSM
Pizza Hut,restaurant,13.0519137,77.6312054,pizza,OSM
Bismillah Hotel,restaurant,13.0025681,77.6120094,,OSM
Om Ganesh Fruit And Juice Center,fast_food,13.1039619,77.6145301,juice,OSM
Shree Cafe,restaurant,12.9152207,77.6650205,,OSM
"The Yard, Whitefield",restaurant,12.9776677,77.7072956,indian;asian;continental;bar_food;grill;fusion,OSM
Chai Adda,cafe,13.1348324,77.5795426,tea;coffee_shop,OSM
Domino's,fast_food,12.9355353,77.6082518,pizza,OSM
Cafe Amudham,restaurant,12.9337934,77.6197867,,OSM
The Filter Coffee,restaurant,12.9336313,77.6226322,,OSM
MM Nati Mane,restaurant,12.909786,77.6325956,,OSM
Guerilla Diner,restaurant,12.9717604,77.6275714,burger;mexican,OSM
Panetteria Bengaluru,cafe,12.9792277,77.6366448,,OSM
Kerbside Bistro,cafe,13.0077805,77.5779394,,OSM
Thalassery Cafe,cafe,13.0373232,77.5655573,,OSM
Unknown,fast_food,13.0419418,77.5701673,,OSM
Chai Theory,cafe,13.0336695,77.5686948,,OSM
Nenapu,cafe,12.9060713,77.5943602,,OSM
Good Flippin' Burgers,fast_food,12.9118648,77.6389566,burger,OSM
Good Flippin' Burgers,fast_food,12.9347344,77.6112226,burger,OSM
Good Flippin' Burgers,fast_food,12.9940111,77.6993264,burger,OSM
Good Flippin' Burgers,fast_food,12.974324,77.6072032,burger,OSM
Good Flippin' Burgers,fast_food,12.9783601,77.6362764,burger,OSM
Good Flippin' Burgers,fast_food,13.0182255,77.6363763,burger,OSM
Good Flippin' Burgers,fast_food,13.070718,77.5899795,burger,OSM
Bismilla Biriyani,restaurant,12.9106722,77.6294978,,OSM
Kabab Magic,fast_food,12.930259,77.57615,,OSM
Gayatri Coffee Kendra,fast_food,12.9295858,77.5764075,,OSM
Katte Kulture,cafe,12.9258756,77.5894258,coffee_shop,OSM
Tribe Roots,restaurant,12.9772724,77.6314306,chinese,OSM
Cafe Petriqor,cafe,12.9066822,77.5851367,coffee_shop,OSM
Gaia,restaurant,12.906049,77.586435,regional,OSM
Crackle Kitchen,restaurant,12.9802567,77.6404701,,OSM
Koreyaki,restaurant,12.970248,77.6361439,korean,OSM
The Batala House,fast_food,12.9422977,77.7472161,,OSM
Kumar Karam Dosa,fast_food,12.9509819,77.7034443,,OSM
Sabari Cafe,fast_food,12.96905,77.6483249,,OSM
Rbp Greens garden bar and restaurant,restaurant,12.9053383,77.6105791,,OSM
Starbucks,cafe,12.9403258,77.5247379,coffee_shop,OSM
Starbucks,cafe,12.9403258,77.5247379,coffee_shop,OSM
Starbucks,cafe,12.9403258,77.5247379,coffee_shop,OSM
The Veg & Veg,restaurant,12.9705696,77.645413,south_indian,OSM
The Brown Table,cafe,13.0145068,77.5743315,,OSM
Sri Krishna Bhavan,restaurant,12.9721073,77.6528331,indian;regional,OSM
Chaat,fast_food,12.9700219,77.6505553,,OSM
Biryani Bhojana,restaurant,12.9684107,77.6501156,,OSM
Cafe Amudham,cafe,12.9683648,77.6500847,,OSM
Chickpete Donne Biryani Mane,fast_food,12.9681876,77.6519359,,OSM
New Udupi Grand,fast_food,12.9681088,77.6524272,,OSM
Sri Laxmi Darshini,restaurant,12.9721997,77.6520018,,OSM
Sri Lakshmi Darshini Vaibhav Veg,restaurant,12.9724575,77.651995,indian,OSM
Shree Ganesha Fruit Juice Centre,fast_food,12.9722865,77.652953,,OSM
Cafe Muziris,cafe,12.9777988,77.6395581,,OSM
Maverick and Farmer Coffee,cafe,12.9873412,77.5934346,coffee_shop,OSM
Smoor,cafe,13.0077426,77.5798357,,OSM
The Lake Theory,cafe,13.0925019,77.5864596,,OSM
Sri Bhageshwar Dhaba,restaurant,12.9285177,77.741304,indian;regional;north_indian,OSM
Sunnys,restaurant,12.9221941,77.5850375,,OSM
Sawari North Indian Kitchen,restaurant,13.0713032,77.6518044,,OSM
Jolly Johnny's Bar,restaurant,12.9400829,77.6255134,,OSM
Cafe Jassie's,cafe,12.9307897,77.5434861,,OSM
Serious Slice,restaurant,12.9330366,77.5166559,pizza,OSM
Fast Coffee,cafe,12.9350501,77.6250594,coffee_shop,OSM
Element 3,restaurant,12.9561993,77.7325751,,OSM
Murugan Cafe,restaurant,12.9764897,77.6269565,,OSM
Velvet Bakes,cafe,12.9996817,77.6000976,,OSM
Drip and Drop Coffee,cafe,12.906136,77.5905005,coffee_shop;cafe;breakfast;tea,OSM
Mara Coffee & Roasters,cafe,12.9079027,77.6475236,coffee_shop,OSM
Socialize,cafe,12.9926112,77.5391934,,OSM
Ovenly Bliss,cafe,12.9864387,77.594938,,OSM
SpiceKlub - Jayanagar,restaurant,12.9396048,77.5853855,indian;modern_indian,OSM
Quattro Ristorante,restaurant,12.9396082,77.5853674,italian;mexican,OSM
Quattro Bistro,cafe,13.007551,77.5793716,coffee_shop;italian;mexican,OSM
Sri Udupi Food Hub,restaurant,13.0982886,77.5694643,indian;chinese;juice;coffee_shop;regional;curry,OSM
Sky Garden,restaurant,12.9938867,77.7033425,,OSM
Park View,restaurant,12.9728389,77.6168178,indian,OSM
aubree,cafe,13.0045713,77.5787232,,OSM
California Burrito,restaurant,13.0051836,77.5788632,mexican,OSM
Blue Tokai Coffee Roasters,cafe,13.0069207,77.5789754,coffee_shop,OSM
Green Onion,restaurant,12.9734282,77.6093454,chinese,OSM
Street Storyss,restaurant,12.8872468,77.5623226,regional;indian,OSM
24/7,restaurant,12.9923685,77.5820643,,OSM
OKO,restaurant,12.9922169,77.5819811,asian,OSM
Baluchi,restaurant,12.9925122,77.5821367,indian,OSM
The Green Path,restaurant,12.990458,77.5719725,,OSM
Hermitage,restaurant,13.008566,77.563258,,OSM
Si Nonna's,restaurant,12.9324485,77.7456181,pizza,OSM
Si Nonna's,restaurant,12.9365501,77.6150659,pizza,OSM
Si Nonna's,restaurant,12.9733047,77.6019212,pizza,OSM
Babai Hotel,restaurant,12.977065,77.7249482,,OSM
Unknown,restaurant,12.9828948,77.5493318,,OSM
Indira Canteen,fast_food,12.9785148,77.5491667,,OSM
Kuppu's Kafe,cafe,12.9607659,77.5335532,,OSM
KFC,fast_food,12.9696611,77.536628,chicken,OSM
Dear Foods,fast_food,12.9752429,77.536694,,OSM
Sri Ganesha Fruit Juice Centre,fast_food,12.9756844,77.5364878,juice,OSM
Burger King,fast_food,12.9680768,77.5360116,burger,OSM
Sri Krishna Vaibhav,restaurant,12.9671694,77.5355723,,OSM
Chikoos,fast_food,13.0096377,77.5594494,juice,OSM
TYD,restaurant,13.054452,77.6462415,,OSM
Brewsom Coffee,cafe,13.0211537,77.6519077,,OSM
The Taste of Bengal,fast_food,13.0413862,77.6216592,,OSM
Kakatiya Foods,fast_food,13.0413867,77.6217785,,OSM
Central Flavors,restaurant,13.028729,77.6320864,,OSM
Subway,fast_food,13.0298092,77.6341452,sandwich,OSM
Coffee Mechanics,cafe,13.0340054,77.6383349,,OSM
Andhra Spice,restaurant,13.0475766,77.6444763,,OSM
Ambur Hot Dum Biryani,fast_food,13.0479657,77.6452691,,OSM
Lumina Foods,fast_food,13.0582011,77.6435954,,OSM
Sri Udupi Vaibhava,fast_food,13.0598775,77.6425707,,OSM
The White Room Coffee & Kitchen,cafe,12.9751544,77.6031683,,OSM
Lakehouse Cafe,cafe,13.0624577,77.6103951,,OSM
Kaippunyam Kerala Restaurant,restaurant,12.9707481,77.6066446,,OSM
KFC,fast_food,12.9521165,77.4980883,chicken,OSM
Domino's,fast_food,12.9511792,77.4943916,pizza,OSM
Domino's,fast_food,12.9273127,77.6689872,pizza,OSM
Big Guys: Wings & More,fast_food,12.9271437,77.6691386,burger;wings;chicken,OSM
Sando Club,restaurant,12.9716468,77.6126475,sandwich,OSM
Blue Tokai Coffee Roasters,cafe,12.971744,77.5943973,coffee_shop,OSM
Theobroma,cafe,13.0416197,77.6194652,,OSM
Nasi and Mee,restaurant,13.0420275,77.6196581,asian,OSM
Pasta Street,restaurant,12.907107,77.6945977,pasta,OSM
Pasta Street,restaurant,12.9071543,77.5988211,pasta,OSM
Pasta Street,restaurant,12.9881693,77.7301047,pasta,OSM
Pasta Street,restaurant,12.9671434,77.6416627,pasta,OSM
Pasta Street,restaurant,13.063603,77.5912381,pasta,OSM
Sanchez,restaurant,12.9717337,77.5963457,,OSM
Badmaash,restaurant,12.9721153,77.5963095,,OSM
Ambala Cantt- Cloud Kitchen,restaurant,12.9186803,77.5482356,indian;punjabi;north_indian,OSM
Bangalore Dosa,restaurant,12.977003,77.7267208,,OSM
Samosa Party,fast_food,12.9674098,77.7147635,,OSM
Vijayalakshmi,restaurant,12.9451436,77.5680133,,OSM
Haveli,restaurant,13.0954106,77.5834856,,OSM
Dave & Buster's,restaurant,12.9453987,77.6196691,american,OSM
Indira Canteen,fast_food,13.0016412,77.601576,south_indian,OSM
Net Junction,internet_cafe,13.0092422,77.5772807,,OSM
The Bon Coffee,cafe,13.1036395,77.5753829,coffee_shop,OSM
Tree Tops,restaurant,12.9746984,77.5995302,,OSM
Mumbai Canteen,restaurant,12.9008407,77.6405262,,OSM
Desi Tea Master,cafe,12.9008242,77.6399197,,OSM
Magnolia Bakery,cafe,12.9734621,77.6019267,,OSM
Fish fry day,restaurant,12.9122602,77.6335967,,OSM
Godavari Cafe,restaurant,12.9156865,77.6325101,,OSM
Yewale,cafe,12.9086726,77.646939,,OSM
Champaran Dhaba,restaurant,12.9121081,77.6244415,,OSM
The Madras Mess,restaurant,12.906594,77.6492113,,OSM
Kerala Cafe,fast_food,12.9735012,77.6079798,,OSM
Brigade Dine Cafe,fast_food,12.9734934,77.6078611,,OSM
Brigade Tea Centre,fast_food,12.9735293,77.6076324,,OSM
Hug in a Mug,cafe,12.8755618,77.532839,,OSM
Food Spring,restaurant,12.926303,77.5821451,chinese;thai;jain,OSM
Cafe Coffee Day,cafe,12.9259657,77.5839752,coffee_shop,OSM
Empark Restaurant,restaurant,12.9412309,77.5932246,,OSM
Starbucks,cafe,12.9246046,77.5839177,coffee_shop,OSM
Ice Cream Wonderland And Pizzeria,restaurant,12.925784,77.5839491,,OSM
Chaayos,cafe,12.9248546,77.5839196,tea,OSM
Dakshin Express,restaurant,13.0069665,77.5789097,regional;coffee_shop;indian,OSM
Krishna Cafe,cafe,12.9231939,77.5851987,,OSM
Atty's Express Cafe,cafe,12.9753903,77.602846,,OSM
Unknown,cafe,12.9746898,77.6057539,bubble_tea,OSM
Biryani Blues,fast_food,12.9746771,77.6058099,,OSM
Levista Gourmet Studio,cafe,12.9747702,77.6064154,,OSM
Annapurna Mess,restaurant,13.0586162,77.5915583,,OSM
The Fat Chef,restaurant,12.9545315,77.7234526,pizza;pasta;steak_house;burger,OSM
Yumm Keralam,restaurant,13.0602016,77.6531562,,OSM
Zatar,restaurant,13.0485755,77.6457305,,OSM
Indira Canteen,fast_food,12.9843323,77.6054625,south_indian,OSM
Aroma Cafe,fast_food,12.9694137,77.7480221,,OSM
Sardarji's Kitchen,fast_food,12.9694276,77.7477172,,OSM
NMIT Siri,fast_food,13.1283436,77.5881109,,OSM
Sanvi Star Canteen,fast_food,13.026469,77.5645494,,OSM
Vayu Vihar Aerospace Canteen,fast_food,13.026563,77.5625579,,OSM
Unknown,fast_food,12.9778851,77.571259,,OSM
Unknown,fast_food,12.9784,77.5718417,,OSM
Unknown,fast_food,12.9785535,77.5724063,,OSM
Unknown,fast_food,12.9781027,77.5732076,,OSM
Unknown,fast_food,12.9782504,77.5726819,,OSM
Unknown,fast_food,12.978217,77.5720167,,OSM
Unknown,fast_food,12.9778877,77.5725304,,OSM
Kadamba Veg,restaurant,12.9138844,77.4870121,,OSM
The Big Barn,restaurant,12.8759706,77.5296955,,OSM
Beijing Bites,fast_food,12.9657365,77.6015719,chinese,OSM
Ferrara,restaurant,12.9727112,77.6069632,pizza,OSM
Stories 2.0,restaurant,12.9159877,77.6326621,,OSM
Kritunga The Palegar's Cuisine,restaurant,12.9334666,77.6208718,,OSM
Be Luru,restaurant,12.9975563,77.584202,,OSM
Ethic Attic Cafe,cafe,12.9670968,77.6481231,,OSM
Karma & Kurry,restaurant,13.138715,77.569592,,OSM
Karma & Kurry,restaurant,12.9700204,77.6093289,,OSM
Taffy's Rooftop Pub and Kitchen,restaurant,12.9972963,77.5472693,,OSM
Miso Hungry,restaurant,12.9584375,77.7155081,,OSM
Matcha Cafe,cafe,12.9583367,77.7154806,,OSM
Domino's,fast_food,13.0538641,77.5074615,pizza,OSM
Brik Oven,restaurant,12.9799611,77.6465523,pizza,OSM
Kwality Fresh Juice Bar,fast_food,12.9711734,77.6068338,juice,OSM
Mojo Pizza,fast_food,12.9905992,77.5745019,,OSM
The Hyderabad Chefs,restaurant,12.9866607,77.5742892,,OSM
KoMaama,restaurant,12.9711123,77.6068203,korean,OSM
Indian Coffee House,restaurant,12.9338133,77.6158653,coffee_shop;indian,OSM
Italia,restaurant,12.974056,77.6195173,,OSM
The Falcon Cafe,cafe,12.9712959,77.6143835,,OSM
Ami Tea Stall,cafe,13.0266999,77.5392993,,OSM
Cajsa,restaurant,12.9669505,77.5958884,,OSM
The Daily Bean,cafe,13.0692797,77.648339,,OSM
1947,restaurant,13.0695906,77.6513176,,OSM
McDonald's,fast_food,13.069699,77.6518299,burger,OSM
Domino's,fast_food,13.0696363,77.6518312,pizza,OSM
Leon's Burgers & Wings,fast_food,13.0711177,77.6519807,,OSM
Kapoor's Cafe,restaurant,13.0711158,77.6520753,,OSM
KFC,fast_food,13.071219,77.652078,chicken,OSM
Pizza Hut,restaurant,13.0712216,77.6519754,pizza,OSM
Vada Pav,fast_food,12.9892506,77.7267323,,OSM
Vada Pav,fast_food,12.9892506,77.7267323,,OSM
Rajwadi,restaurant,12.9643677,77.7150123,,OSM
Sharma Family Dhaba,restaurant,13.0481604,77.5077186,,OSM
The Lit Caffe,cafe,13.0153582,77.646874,,OSM
Canteen,fast_food,12.9776263,77.5878847,,OSM
Dhanraj,restaurant,12.9094241,77.6387596,,OSM
Helen's Place,restaurant,12.950865,77.7000867,,OSM
Cafe Amudham,cafe,12.9590688,77.7162436,,OSM
Ola Farzi Cafe,cafe,12.9313727,77.6160967,,OSM
Thalassery Restaurant,restaurant,12.841888,77.6452851,,OSM
Truffles,restaurant,13.0282975,77.5731188,american,OSM
PartTwo,restaurant,12.970907,77.5975481,,OSM
Uttara Karnatakada Gama Gama,restaurant,12.9380412,77.5692291,,OSM
Meghana Foods,restaurant,12.8791766,77.646483,indian,OSM
Kebapci,restaurant,12.9361615,77.6224708,turkish,OSM
Kebapci,restaurant,12.8875145,77.562739,turkish,OSM
Brindavan Grand,cafe,12.9424364,77.7475507,,OSM
New Kudla,restaurant,12.9725668,77.6208704,,OSM
Advaitha Donne Biryani,restaurant,12.9512115,77.7155874,biryani;indian,OSM
Subbu Tiffin Center,fast_food,13.1046627,77.5692675,,OSM
Swaad Ki Dolchi,restaurant,13.0980873,77.5676819,,OSM
Domino's,fast_food,12.9435827,77.7515382,pizza,OSM
Udupi Upahar,restaurant,12.9402115,77.7616366,,OSM
Clean Slate Cafe,cafe,13.0043996,77.570632,,OSM
Silaa - The Garden Cafe,cafe,13.0043931,77.5709921,,OSM
Mandarthi Durga Parameshwari,fast_food,12.965757,77.5904035,,OSM
Iris Cafe and Kitchen,cafe,12.9057047,77.5831816,,OSM
Babai Tiffins,restaurant,12.8607531,77.7764981,,OSM
Siddhi Vada Pav,fast_food,12.8621818,77.7717578,,OSM
Trot - The Republic of Taste,fast_food,12.9104282,77.5910714,,OSM
Alienkind,fast_food,12.9636433,77.6412982,,OSM
Sri Basaveshwara Khanavali,restaurant,12.9378527,77.7473753,indian,OSM
MMA Kababs & Rolls,restaurant,12.9373162,77.748436,,OSM
adda,fast_food,12.937097,77.7490583,juice,OSM
Samosa Party,restaurant,12.9370108,77.7497353,indian;chaat,OSM
Pind Baluch,restaurant,12.9145731,77.6767411,,OSM
Chill N Waffle,restaurant,12.9113947,77.615695,,OSM
Corn Insta,fast_food,12.9112174,77.6156439,,OSM
Irani Chai Biscuit,cafe,12.9114044,77.6156456,,OSM
Third Wave Coffee Roasters,cafe,12.932065,77.7457059,coffee_shop,OSM
Kef,fast_food,12.9721274,77.6077643,shawarma,OSM
Veneta Cucine,restaurant,12.9988132,77.5839495,,OSM
Baklavachi,fast_food,12.9961032,77.6127286,,OSM
The Churros Corner,fast_food,12.9955295,77.6141489,,OSM
Peppa Zzing,fast_food,12.9958249,77.6164556,burger,OSM
The Kadubu Canteen,restaurant,12.8895956,77.5817507,south_indian,OSM
Halwai Junction,restaurant,13.0983668,77.5733927,,OSM
Meloghrano,restaurant,12.9289114,77.5670627,,OSM
Kitchen Ministry,restaurant,12.9708215,77.6409964,,OSM
Tarangini Multi-Cuisine Outdoor,restaurant,12.9721009,77.7494234,,OSM
Habba Kadal Kashmiri Restaurant,restaurant,12.9721976,77.7494321,,OSM
High Brew,restaurant,12.8995808,77.5944346,,OSM
Sree Godavari Ruchulu,restaurant,13.0225479,77.6375417,,OSM
Liquids Bar and Kitchen,restaurant,13.0302202,77.5704154,,OSM
New Hallimane Dhaba,restaurant,13.0963161,77.4857542,,OSM
Shukra Dine,restaurant,13.1090044,77.5802122,,OSM
ON DE Roof,restaurant,13.1090867,77.5802082,,OSM
The South Place,restaurant,12.9886879,77.7330631,,OSM
Trippy Goat Cafe,cafe,12.9201239,77.6851535,,OSM
Kritunga The Palegar's Cuisine,restaurant,12.8922383,77.5985354,,OSM
YOYO! Fresh Tea Bar,cafe,12.972464,77.6203034,bubble_tea,OSM
Chai Point,cafe,13.0222643,77.6383156,coffee_shop,OSM
The Dome Cafe,cafe,13.022525,77.6374982,,OSM
The King of Taste,restaurant,13.0223666,77.6380289,,OSM
Zamindar,restaurant,13.0223907,77.6379343,,OSM
The Rustic Roots,cafe,13.0227138,77.6379354,,OSM
Burger King,fast_food,13.0229627,77.6374453,burger,OSM
Chickpet Donne Biryani House,fast_food,13.0229725,77.6368725,,OSM
Mahanagaram,restaurant,13.0188985,77.6429518,,OSM
The Mansion,restaurant,12.8714758,77.576331,,OSM
Hipp-E Panda,cafe,13.0556069,77.6449111,,OSM
Beyond Bean Cafe,cafe,12.9727491,77.6075407,,OSM
ilumi,restaurant,12.9802784,77.6404705,asian,OSM
Friendz Flavour Kitchen,restaurant,12.9353545,77.6295503,,OSM
CMR Collage cafeteria,fast_food,13.0063802,77.6504432,,OSM
Andhra Mess,restaurant,12.9377424,77.7472045,,OSM
Unknown,restaurant,13.1189881,77.6599973,,OSM
V Coffee Cafe,fast_food,12.9565571,77.5291479,indian;regional,OSM
Thatha Tea,fast_food,13.1037603,77.571631,,OSM
Taste of Tibet,fast_food,12.9735078,77.6068776,tibetan,OSM
Onesta,restaurant,13.0984513,77.5848689,pizza,OSM
Basaveshwar Khanavali,restaurant,12.9728678,77.6094161,indian;regional,OSM
Third wave coffee shop,cafe,12.9267856,77.5612233,,OSM
Pulimunchi Restaurant,restaurant,13.0056661,77.5806713,,OSM
Five Star Chicken,fast_food,12.9087906,77.5340771,chicken,OSM
Pancharangi Cafe,cafe,12.9180994,77.6306025,,OSM
LICK - Lavonne Ice Cream Kitchen,restaurant,12.9676839,77.6367985,,OSM
Aditi's Flavor Hub,restaurant,12.9376998,77.7478309,chinese;north_indian;tandoor,OSM
Udupi Garden,restaurant,12.9190531,77.5970575,indian;chinese;coffee_shop;regional;noodle,OSM
Rajathagiri Palace,restaurant,12.8742656,77.540834,,OSM
The Coffee Brewery,cafe,13.0145341,77.649062,,OSM
11:11 Reserve,cafe,13.0147317,77.6491985,,OSM
Baileys Cafe and Restaurant,restaurant,13.0146538,77.6491446,,OSM
Aaha Thindi,restaurant,12.9847521,77.5970662,chinese;south_indian,OSM
Taj Biryani Paradise,fast_food,12.9948384,77.5552933,,OSM
Pizza Hut,restaurant,12.9955319,77.5546673,pizza,OSM
Karnataka Biryani Point,fast_food,13.0194302,77.5563272,,OSM
Priyadarshini Veg,fast_food,13.022946,77.5566881,,OSM
Sangam Bar & Restaurant,restaurant,13.0289168,77.559199,,OSM
Chandan Bar & Restaurant,restaurant,13.0307751,77.5597481,,OSM
Pizza Hut,restaurant,13.0332305,77.5581139,pizza,OSM
Ambur Hot Dum Biryani,fast_food,13.0339182,77.5577027,,OSM
Sri Mahalasa Grand,fast_food,13.0496128,77.5535048,,OSM
Malgudi's Donne Biryani,fast_food,13.0301341,77.5594504,,OSM
Trupti Bar & Restaurant,restaurant,13.0254939,77.5575302,,OSM
Dakshin Cafe,restaurant,12.9071,77.6003438,regional;indian,OSM
Laddu Boy,restaurant,12.9178963,77.5969663,regional;coffee_shop;indian,OSM
The Boba King,fast_food,12.9732063,77.6068045,bubble_tea,OSM
The Bloom,cafe,12.9261107,77.5898357,coffee_shop,OSM
Dakshin Thindi,fast_food,12.9196919,77.5834863,,OSM
Hatti Kaapi,fast_food,12.9802813,77.6050445,,OSM
KGN Biriyani Point,fast_food,12.9896019,77.5993579,,OSM
Al Madiinah Biryani Store,fast_food,12.9892976,77.5992852,,OSM
Bangalore Thindies,fast_food,12.9887509,77.5990782,,OSM
Shahi Kabab Roll Centre,fast_food,12.9878162,77.5987746,,OSM
Santosh Pan Paradise and Fresh Juices,fast_food,12.9874974,77.5986568,,OSM
Sri Basaveshwara Sugar Cane,fast_food,12.9259207,77.6698329,juice,OSM
Sri Krishna Bhog,restaurant,12.9272971,77.6692401,,OSM
Olio,fast_food,12.9273552,77.6692361,pizza,OSM
Shahi Paneer,restaurant,12.927435,77.6692361,,OSM
The Thai Chef Restaurant,fast_food,13.0219716,77.6399584,,OSM
Gopizza,fast_food,13.0223009,77.6395172,,OSM
Subway,fast_food,13.0222447,77.638384,sandwich,OSM
Khambu Momo's,fast_food,13.0225165,77.6383665,,OSM
Indira Canteen,fast_food,12.9580248,77.5272879,south_indian,OSM
block two coffee,cafe,12.9401608,77.5839468,coffee_shop,OSM
Sri Seshamahal Restaurant,fast_food,12.9757374,77.6022934,,OSM
Tasty Food,fast_food,12.9757433,77.602379,,OSM
Santosh Chats,fast_food,12.9757755,77.6023797,,OSM
Udupi Gokarna,restaurant,12.9562713,77.7284743,indian,OSM
Five Star Chicken,fast_food,12.9561751,77.7291725,chicken,OSM
Swad,restaurant,12.9560619,77.7259342,,OSM
Sri Kanteshwara Hotel,restaurant,12.95627,77.7308463,indian,OSM
Sai Ram Hot Chips,fast_food,12.9571991,77.738507,,OSM
Sri Viniyaka Mess,cafe,12.9571606,77.7387642,,OSM
Aramane Donne Biryani,fast_food,12.907737,77.6281119,,OSM
KFC,fast_food,12.9255045,77.7370968,chicken,OSM
The Café 23,cafe,12.9561434,77.7320423,,OSM
KFC,fast_food,12.9568072,77.7363519,chicken,OSM
Ila Bengaluru,restaurant,13.0215052,77.640534,,OSM
Sri Ganesh Fruit Juice Center,fast_food,12.9567667,77.7425694,juice,OSM
Viniyaka Hot Chips,fast_food,12.9568671,77.7392132,,OSM
MCC,restaurant,12.9568341,77.740717,,OSM
The Raghavendra Cafe,restaurant,12.9576679,77.5283537,indian;regional,OSM
RMV CANTEEN,cafe,13.0323908,77.5771592,,OSM
Huddle Coffee Co.,cafe,13.0401281,77.6343169,coffee_shop,OSM
Nellore Mess,cafe,12.9566131,77.7440565,,OSM
Anjappar Chettinad Restaurant,restaurant,12.9143329,77.6372519,south_indian,OSM
Sri Prasanna Kailash Juice Shop,fast_food,12.9396434,77.7473372,juice,OSM
Fresh Crush,fast_food,12.9401178,77.7468332,juice,OSM
Udupi Upahar Veg,restaurant,12.9568026,77.7423896,,OSM
Xero Degrees,fast_food,12.9665388,77.7141281,,OSM
Unknown,restaurant,12.9665184,77.7141852,chinese,OSM
Sri Udupi Food Hub,fast_food,12.9186556,77.5780101,,OSM
Blue Tokai,cafe,13.0247149,77.6400121,coffee_shop,OSM
IDC Kitchen,fast_food,13.0236402,77.6396392,,OSM
Got Tea,cafe,13.0235435,77.6399329,,OSM
Plan B,restaurant,13.022932,77.6398592,,OSM
Koreyaki,restaurant,13.0224355,77.6395306,,OSM
Biggies Burger,fast_food,12.9221472,77.7366096,burger,OSM
KFC,fast_food,12.874822,77.7661681,chicken,OSM
Pizza Hut,restaurant,12.8747865,77.7662222,pizza,OSM
Domino's,fast_food,12.8604125,77.7772872,pizza,OSM
The Lassi Shop,cafe,12.8607228,77.7770733,sandwich;burger;pizza;ice_cream;juice;falooda;lassi,OSM
The Empire Hpuse,cafe,12.8607725,77.7770815,,OSM
Starbucks,cafe,12.9824009,77.6108551,coffee_shop,OSM
Lala Place,fast_food,13.0610762,77.6420633,korean,OSM
kl. 58 Cafe,cafe,13.0696526,77.5553534,,OSM
Shobana Chats,fast_food,13.0683108,77.5600867,,OSM
Toastid Co,restaurant,12.966328,77.6371955,,OSM
Subway,fast_food,13.0695633,77.5561449,sandwich,OSM
Iyengar's Tatte Idli Vada,cafe,13.0695592,77.5560754,,OSM
Sri Sai Hot Chips,fast_food,13.067194,77.5539632,,OSM
Karavali Restaurant,restaurant,12.922395,77.6339794,,OSM
7th Cross,restaurant,12.9218604,77.6337115,,OSM
Hotel Kiran,cafe,13.0683485,77.5544945,,OSM
KA 44 Juice Center,fast_food,13.0694674,77.5550707,juice,OSM
KA 44 Chats Center,fast_food,13.0694938,77.5550399,,OSM
Delights,cafe,13.0694917,77.5550848,,OSM
Kolkata Hot Rolls,fast_food,13.0696606,77.5551499,,OSM
Cafe Azzure,cafe,13.0236036,77.6352605,coffee_shop,OSM
Store Coffee,cafe,13.0238741,77.6362241,coffee_shop,OSM
Sri Bhramalingeshwara Tiffin Center,cafe,13.0719161,77.5564029,,OSM
SLV Chats,fast_food,13.0719935,77.5561904,chaat,OSM
Bangarpet Chats,fast_food,13.0690527,77.5578298,chaat,OSM
Uncle Chicken,fast_food,13.0704343,77.5553668,chicken,OSM
Zaatar,restaurant,12.9953369,77.6668819,,OSM
Citrus Cafe,restaurant,12.9872864,77.6168337,,OSM
